1.048195066304471936e+02,1.166987435788624623e+02,9.935095184259445489e+01
1.183698570519119784e+02,1.088783562667274367e+02,9.383654074786353760e+01
9.758378163119837723e+01,1.021628772641981868e+02,8.127890843429092627e+01
8.727292738350963930e+01,9.445881015858542185e+01,1.081821275542978356e+02
8.674479983504883762e+01,8.884128337495306482e+01,8.417013324877692071e+01
1.066205539202482697e+02,9.532928917061634877e+01,9.581475857798015738e+01
1.106502087983265881e+02,8.975198314605212602e+01,9.365932003601844258e+01
8.482943552623559924e+01,9.237108770670899105e+01,8.657725320783643497e+01
1.143853546220750133e+02,1.039158533566149032e+02,9.270114728974704121e+01
1.148868855377217670e+02,9.848882230376975144e+01,9.708976617903434203e+01
9.672552882354510473e+01,9.770646742079840408e+01,9.401934963185992444e+01
9.477277449152046529e+01,1.071513856785240648e+02,8.286159066890320446e+01
1.001951800863609918e+02,9.893883592108180380e+01,1.153428947220706817e+02
9.963413986576819070e+01,8.961428911875096048e+01,9.709900589118564085e+01
9.676746294086260036e+01,1.262002692034269700e+02,1.094440314992492347e+02
9.822709781039476695e+01,8.773035422628910851e+01,9.305412295895455088e+01
9.887633776321234791e+01,1.075960317002032554e+02,1.034646882448084995e+02
1.039990639097352414e+02,1.010176986938565307e+02,1.079700428931990217e+02
9.751851749547753911e+01,1.057509552646133386e+02,1.109053845726141532e+02
8.442648976095676971e+01,1.036779404770092441e+02,9.179506994295144295e+01
9.706498561346909071e+01,1.128983954431219559e+02,9.263636038911984372e+01
1.109207261243357721e+02,1.019039146366921500e+02,9.782618447523843486e+01
9.457420719558182043e+01,9.273210769073976678e+01,9.344116832253224914e+01
1.071472553915456132e+02,9.925482892855934836e+01,1.040306894632308996e+02
9.386447244778420895e+01,9.838808704540230110e+01,9.538383035263269960e+01
1.113003799021147415e+02,1.056701889269352250e+02,1.080555429326828119e+02
9.335800488122366403e+01,9.007152101216172468e+01,9.629358178346697628e+01
8.755734273000936696e+01,1.003128832982370540e+02,1.096089549963995182e+02
8.085993119564598430e+01,1.017065768835377924e+02,1.053712434621350411e+02
1.119559451853201324e+02,1.011440352764906407e+02,9.757898959223636837e+01
1.103268783800611885e+02,1.229864921038773105e+02,9.658094932194592275e+01
9.097147366978074956e+01,1.006783319444152625e+02,9.804474810867003498e+01
9.756320693468946104e+01,9.890026225917044655e+01,8.704591273817071340e+01
1.153520993262099239e+02,1.117334094287449062e+02,1.266897176299160606e+02
9.353138437188445664e+01,1.044807924921005480e+02,1.019524910432025422e+02
9.416419069164686562e+01,1.027928513305296718e+02,1.015573268815613801e+02
1.102752980490770653e+02,9.294323154781514518e+01,1.031184584781602069e+02
8.706141500853860293e+01,1.101372553125172118e+02,8.867838886911432894e+01
9.042739588266535122e+01,1.047232543530250268e+02,1.007112479052494365e+02
9.972799222931270435e+01,9.193756390455386907e+01,1.098558413397216924e+02
9.416386526912951638e+01,1.124341368016885667e+02,9.634830181725131126e+01
1.047110267335211233e+02,1.222867361854157195e+02,9.297795427936550539e+01
8.576903347811300193e+01,1.122510139746563596e+02,1.049590520428980085e+02
1.121886406788101596e+02,8.161529241279755809e+01,1.005748943035297458e+02
1.078768611369042816e+02,9.847383350724089723e+01,9.865175668365550621e+01
1.009517007341908226e+02,1.161285742597485466e+02,1.138718543650030313e+02
1.012599573261895358e+02,9.530001608739418373e+01,7.366744169495478900e+01
8.236907411612517649e+01,8.887205328934921056e+01,8.038546693532093457e+01
1.226691859371779003e+02,1.024297476964604527e+02,8.401433557237045591e+01
9.748899677876384828e+01,1.009934280717030788e+02,1.196736158476952738e+02
9.229605509535184638e+01,1.140173778915393399e+02,1.047260594961598343e+02
9.755737533944382278e+01,1.050783154003867992e+02,1.082174718644753142e+02
1.056289821643864855e+02,8.206642390500201145e+01,9.865224168426627216e+01
1.080387480999622767e+02,1.212736284216994420e+02,8.894143021418419437e+01
9.475949157540838996e+01,8.917118358612091811e+01,9.614108038259529110e+01
8.127913949149413497e+01,1.035869206443456250e+02,1.037613305928143888e+02
9.796283042784935446e+01,9.293690066505583047e+01,8.803536195593835600e+01
1.040085517321275574e+02,1.048709602894514745e+02,9.307041474012102356e+01
1.010165505398749417e+02,1.043317151310921247e+02,9.630658224619070040e+01
1.032339694933694716e+02,9.403477017840100416e+01,8.946826388534141472e+01
1.054994555634508657e+02,1.042293763710363379e+02,1.072533672969105680e+02
1.205992411659032086e+02,1.109874008973572614e+02,1.004954061490567767e+02
8.333797894279291540e+01,1.078745730815720236e+02,9.096873850641040349e+01
1.050394850755643716e+02,1.117850977406120876e+02,8.920628767452653562e+01
9.894572887903817104e+01,9.627180401787464348e+01,9.814147970155795520e+01
9.914222922355233436e+01,1.015447766760791097e+02,1.061308189266580371e+02
8.679684302964022891e+01,1.076973722772953863e+02,1.107836688841992867e+02
9.659656860761974428e+01,8.840877647559452157e+01,1.119740281486689071e+02
1.011583797892335639e+02,9.959538823616846059e+01,9.287963203866533490e+01
1.194958407972486327e+02,1.031117852566372193e+02,9.192766319485056670e+01
9.323084845213459460e+01,8.855190472342776786e+01,8.385616098063016466e+01
8.883816438552764794e+01,1.094084814826383081e+02,1.001636724685856876e+02
9.559612449002906942e+01,1.066771823416636380e+02,1.093711849941357315e+02
9.046970813351722995e+01,1.069030742369519658e+02,1.019581495962273436e+02
1.001441024490035261e+02,7.748103364896743983e+01,1.016713380003913016e+02
9.990290701725268718e+01,1.165583320521898543e+02,8.595133317629654357e+01
1.081318193366989817e+02,1.189555098208157631e+02,1.016947942267534017e+02
8.998910165499948732e+01,1.025172714025507474e+02,1.046820801365258546e+02
1.060418929439125009e+02,9.328295657684758169e+01,1.089832061796626164e+02
1.088619286542263325e+02,1.087358634960414321e+02,8.032333939261550881e+01
1.061749939698507745e+02,1.043786883716805960e+02,1.012361175789235688e+02
1.049350491306383617e+02,9.823625796985142244e+01,1.172571446018037733e+02
7.796502939586351033e+01,9.340933226095232556e+01,9.468792900086774011e+01
8.488122591016544050e+01,9.294836288322593987e+01,1.036934336885662873e+02
1.026451768793020847e+02,9.958520806953467286e+01,1.023370370710748176e+02
9.650283757185898992e+01,9.997887587796300579e+01,7.486775368452498469e+01
1.008870193879652959e+02,1.064948665940163153e+02,1.091112983154626477e+02
1.154978169126417811e+02,8.714321474289793912e+01,1.110213690507820559e+02
1.078662674244851161e+02,9.967384453152965307e+01,8.956740738659638623e+01
8.757636824795548591e+01,1.116336548918233831e+02,1.135659424479249395e+02
1.132116818254457513e+02,9.291723752119210644e+01,9.766137015231191754e+01
8.512831012292576816e+01,1.151747066923628324e+02,1.043307151972007034e+02
1.047158073014756781e+02,9.221302587757705282e+01,8.885202378073554996e+01
1.018098807012092237e+02,9.987731778849736486e+01,8.012650091042233669e+01
1.115576793664387480e+02,1.069035881816029701e+02,1.071040506103606731e+02
9.500511148199490208e+01,8.711609599240627233e+01,9.225585879676221168e+01
1.103935063563412484e+02,1.033175869272968441e+02,1.101945356350231862e+02
9.065105790292393806e+01,8.785186191834795011e+01,9.330645513204493113e+01
9.209309220646656513e+01,9.187873472739029523e+01,9.823419324215983295e+01
1.030280122344884148e+02,1.038078220139947661e+02,8.752943767945201614e+01
1.061001475391370548e+02,7.551581521054799850e+01,9.717388555077798173e+01
1.115983642287920077e+02,9.142701025795763314e+01,9.835469565538294034e+01
9.574775516781198803e+01,9.585517852882590262e+01,9.833183735551844507e+01
9.674783837880379167e+01,1.134049110161911784e+02,8.340006853058974912e+01
1.161247083737358139e+02,9.683327129836199276e+01,1.003728104003848216e+02
1.149299580465197721e+02,9.963971165195309254e+01,1.115172401591353548e+02
1.158369913523363977e+02,1.069276600293528503e+02,1.111649610297254753e+02
9.508233844317348371e+01,9.473801613246989461e+01,8.228649195162795138e+01
1.192862097780703721e+02,9.731467059824974797e+01,9.763685784562461834e+01
7.832653305727419024e+01,8.761984872243452571e+01,9.111435180474597928e+01
1.021886105816845003e+02,8.582991149845412338e+01,1.139154153219952548e+02
9.443166820204379519e+01,8.470301461790748476e+01,8.444890998408234850e+01
9.170223167613154658e+01,9.914052111437304404e+01,9.578945915911856446e+01
1.158348461853145466e+02,9.942196028924709594e+01,1.102463856992546312e+02
1.022303398221092721e+02,1.119467579935351864e+02,9.939811267632613578e+01
8.951985618189257821e+01,1.054549005811162772e+02,1.084053927044177499e+02
9.307326024993976432e+01,1.000879299464400418e+02,1.076482496830794133e+02
1.024003979349530056e+02,1.076667608189088980e+02,1.090175681384021118e+02
1.075564731962179792e+02,8.516184677989816976e+01,1.219575162032225961e+02
1.115957925293454593e+02,1.054531139906657842e+02,1.063236366490299218e+02
1.065652722452788481e+02,9.626654327689527690e+01,1.173252285518574354e+02
9.321731263786497834e+01,1.105255551393310611e+02,1.003799487390421348e+02
9.805773536719171091e+01,1.014060578159038357e+02,1.050049921336940173e+02
9.399579889571225522e+01,9.698371360421481313e+01,1.068215476266047688e+02
1.026472225310336199e+02,1.041993172481638510e+02,1.053193424817976478e+02
1.012064591630688568e+02,9.928920031884753428e+01,8.630845290347762955e+01
9.440850301251900589e+01,1.067271688898386515e+02,9.260244182063195240e+01
8.840834545979684833e+01,9.218070229581076092e+01,9.344779823603360569e+01
1.153744885701495519e+02,8.401759557409744161e+01,1.075077112829689980e+02
9.168272469727259022e+01,9.389490731900480114e+01,8.718769415059401240e+01
8.937506138272708256e+01,1.156957209870649734e+02,1.009138761341181123e+02
7.713849128590307203e+01,9.516589020625164608e+01,1.062498543170794676e+02
1.099371535498394081e+02,9.862907745748810839e+01,9.338927454538462314e+01
1.088230656917353230e+02,9.742720402257108958e+01,9.756948600528306770e+01
8.866078965891759367e+01,9.087480339247828454e+01,1.116161506492954487e+02
8.925945718619203717e+01,8.467751730134581578e+01,1.021068841623922907e+02
1.080719873771753043e+02,1.016106435859525305e+02,1.097456675171679024e+02
1.178439514818239928e+02,1.166650613017655047e+02,9.474769972872975643e+01
9.973439922662873869e+01,8.527512634001257652e+01,9.278937763395482818e+01
8.988438504971342979e+01,1.108545926273577749e+02,1.006489342990829812e+02
7.956962762241779785e+01,9.834431689887809114e+01,8.865996232748835837e+01
1.112369244919686366e+02,1.046972701919587507e+02,9.630592794626916486e+01
9.826122486504101516e+01,8.872282924670687976e+01,1.058192241346442302e+02
1.007693847780612657e+02,9.559106593456870371e+01,8.341134271063424421e+01
9.221917486734440672e+01,1.029993832821192825e+02,1.031256602481724229e+02
8.994088586963515297e+01,8.966999866025301458e+01,9.575091476419981973e+01
8.631707746337848164e+01,9.295892491345679787e+01,9.711533842977938491e+01
1.111145406141004202e+02,9.324908738322179147e+01,8.350857542007480561e+01
1.019737141917573382e+02,8.189566081125526864e+01,8.998850562356452087e+01
9.865899303945560916e+01,9.715962029719038640e+01,8.899229485544316276e+01
9.149854270094577657e+01,1.092567895838045615e+02,7.731056871439568567e+01
9.890224329023064342e+01,1.103883978731829671e+02,1.053328857548926436e+02
1.037597812297145481e+02,8.946847664415309964e+01,9.362290480148962502e+01
1.061132555741908732e+02,1.088266387254661396e+02,9.297667838878444968e+01
9.935359601176574529e+01,1.059758995592467699e+02,9.515725372068440890e+01
1.146857415801735982e+02,8.892637641909499280e+01,1.108195472562956070e+02
9.406483796594913827e+01,1.096270248328117987e+02,9.740984862708275216e+01
1.039565079444755042e+02,9.700596722366903180e+01,8.596466383915685583e+01
8.887433946420802044e+01,1.057929781731039185e+02,9.613033736394993412e+01
1.105890236185729805e+02,8.953188434010368724e+01,1.043297600463773307e+02
1.081365956067588030e+02,1.087678706865396094e+02,1.104789403454083754e+02
1.084791286716127701e+02,1.001213700924983527e+02,1.039494109208030750e+02
9.897612102370152343e+01,9.390316477955646235e+01,9.425803782087699290e+01
9.254883801907189422e+01,9.389597691576435068e+01,1.020873936891145206e+02
1.036212799817117656e+02,1.209906319055727124e+02,1.177085324860335902e+02
1.061568872491007767e+02,5.897978514278617013e+01,9.329855038408646806e+01
1.070239796003093034e+02,1.044742340765165096e+02,8.592731687773874683e+01
1.220445086085297959e+02,8.497288184324668237e+01,1.044733157007614892e+02
1.086582050509853445e+02,1.200720476160766736e+02,1.023623294344871368e+02
1.074939076960398552e+02,9.487226593153552301e+01,1.058820117132205922e+02
8.189374923789102922e+01,9.052671697401932249e+01,1.035838813276478163e+02
9.519740889431437836e+01,9.946568108569532285e+01,1.016793056117092107e+02
